,file_name,sequence,prediction
5257,Cymatics - Lofi MIDI 3 - C Min.mid,"[68, 73, 78, 78, 81]",80
5258,Cymatics - Lofi MIDI 3 - C Min.mid,"[73, 78, 78, 81, 80]",81
5259,Cymatics - Lofi MIDI 3 - C Min.mid,"[78, 78, 81, 80, 81]",61
5260,Cymatics - Lofi MIDI 3 - C Min.mid,"[78, 81, 80, 81, 61]",78
5261,Cymatics - Lofi MIDI 3 - C Min.mid,"[81, 80, 81, 61, 78]",80
5262,Cymatics - Lofi MIDI 3 - C Min.mid,"[80, 81, 61, 78, 80]",64
5263,Cymatics - Lofi MIDI 3 - C Min.mid,"[81, 61, 78, 80, 64]",68
5264,Cymatics - Lofi MIDI 3 - C Min.mid,"[61, 78, 80, 64, 68]",73
5265,Cymatics - Lofi MIDI 3 - C Min.mid,"[78, 80, 64, 68, 73]",59
5266,Cymatics - Lofi MIDI 3 - C Min.mid,"[80, 64, 68, 73, 59]",78
5267,Cymatics - Lofi MIDI 3 - C Min.mid,"[64, 68, 73, 59, 78]",63
5268,Cymatics - Lofi MIDI 3 - C Min.mid,"[68, 73, 59, 78, 63]",66
5269,Cymatics - Lofi MIDI 3 - C Min.mid,"[73, 59, 78, 63, 66]",71
5270,Cymatics - Lofi MIDI 3 - C Min.mid,"[59, 78, 63, 66, 71]",59
5271,Cymatics - Lofi MIDI 3 - C Min.mid,"[78, 63, 66, 71, 59]",63
5272,Cymatics - Lofi MIDI 3 - C Min.mid,"[63, 66, 71, 59, 63]",56
5273,Cymatics - Lofi MIDI 3 - C Min.mid,"[66, 71, 59, 63, 56]",66
5274,Cymatics - Lofi MIDI 3 - C Min.mid,"[71, 59, 63, 56, 66]",71
5275,Cymatics - Lofi MIDI 3 - C Min.mid,"[59, 63, 56, 66, 71]",76
5276,Cymatics - Lofi MIDI 3 - C Min.mid,"[63, 56, 66, 71, 76]",59
5277,Cymatics - Lofi MIDI 3 - C Min.mid,"[56, 66, 71, 76, 59]",63
5278,Cymatics - Lofi MIDI 3 - C Min.mid,"[66, 71, 76, 59, 63]",68
5279,Cymatics - Lofi MIDI 3 - C Min.mid,"[71, 76, 59, 63, 68]",76
5280,Cymatics - Lofi MIDI 3 - C Min.mid,"[76, 59, 63, 68, 76]",80
5281,Cymatics - Lofi MIDI 3 - C Min.mid,"[59, 63, 68, 76, 80]",78
5282,Cymatics - Lofi MIDI 3 - C Min.mid,"[63, 68, 76, 80, 78]",80
5283,Cymatics - Lofi MIDI 3 - C Min.mid,"[68, 76, 80, 78, 80]",76
5284,Cymatics - Lofi MIDI 3 - C Min.mid,"[76, 80, 78, 80, 76]",78
5285,Cymatics - Lofi MIDI 3 - C Min.mid,"[80, 78, 80, 76, 78]",56
5286,Cymatics - Lofi MIDI 3 - C Min.mid,"[78, 80, 76, 78, 56]",59
5287,Cymatics - Lofi MIDI 3 - C Min.mid,"[80, 76, 78, 56, 59]",54
5288,Cymatics - Lofi MIDI 3 - C Min.mid,"[76, 78, 56, 59, 54]",63
5289,Cymatics - Lofi MIDI 3 - C Min.mid,"[78, 56, 59, 54, 63]",68
5290,Cymatics - Lofi MIDI 3 - C Min.mid,"[56, 59, 54, 63, 68]",76
5291,Cymatics - Lofi MIDI 3 - C Min.mid,"[59, 54, 63, 68, 76]",57
5292,Cymatics - Lofi MIDI 3 - C Min.mid,"[54, 63, 68, 76, 57]",61
5293,Cymatics - Lofi MIDI 3 - C Min.mid,"[63, 68, 76, 57, 61]",69
5294,Cymatics - Lofi MIDI 3 - C Min.mid,"[68, 76, 57, 61, 69]",73
5295,Cymatics - Lofi MIDI 3 - C Min.mid,"[76, 57, 61, 69, 73]",64
5296,Cymatics - Lofi MIDI 3 - C Min.mid,"[57, 61, 69, 73, 64]",54
5297,Cymatics - Lofi MIDI 3 - C Min.mid,"[61, 69, 73, 64, 54]",57
5298,Cymatics - Lofi MIDI 3 - C Min.mid,"[69, 73, 64, 54, 57]",61
5299,Cymatics - Lofi MIDI 3 - C Min.mid,"[73, 64, 54, 57, 61]",64
5300,Cymatics - Lofi MIDI 3 - C Min.mid,"[64, 54, 57, 61, 64]",66
5301,Cymatics - Lofi MIDI 3 - C Min.mid,"[54, 57, 61, 64, 66]",69
5302,Cymatics - Lofi MIDI 3 - C Min.mid,"[57, 61, 64, 66, 69]",73
5303,Cymatics - Lofi MIDI 3 - C Min.mid,"[61, 64, 66, 69, 73]",66
5304,Cymatics - Lofi MIDI 3 - C Min.mid,"[64, 66, 69, 73, 66]",56
5305,Cymatics - Lofi MIDI 3 - C Min.mid,"[66, 69, 73, 66, 56]",59
5306,Cymatics - Lofi MIDI 3 - C Min.mid,"[69, 73, 66, 56, 59]",63
5307,Cymatics - Lofi MIDI 3 - C Min.mid,"[73, 66, 56, 59, 63]",71
5308,Cymatics - Lofi MIDI 3 - C Min.mid,"[66, 56, 59, 63, 71]",75
5309,Cymatics - Lofi MIDI 3 - C Min.mid,"[56, 59, 63, 71, 75]",66
5310,Cymatics - Lofi MIDI 3 - C Min.mid,"[59, 63, 71, 75, 66]",56
5311,Cymatics - Lofi MIDI 3 - C Min.mid,"[63, 71, 75, 66, 56]",59
5312,Cymatics - Lofi MIDI 3 - C Min.mid,"[71, 75, 66, 56, 59]",63
5313,Cymatics - Lofi MIDI 3 - C Min.mid,"[75, 66, 56, 59, 63]",57
5314,Cymatics - Lofi MIDI 3 - C Min.mid,"[66, 56, 59, 63, 57]",66
5315,Cymatics - Lofi MIDI 3 - C Min.mid,"[56, 59, 63, 57, 66]",71
5316,Cymatics - Lofi MIDI 3 - C Min.mid,"[59, 63, 57, 66, 71]",75
5317,Cymatics - Lofi MIDI 3 - C Min.mid,"[63, 57, 66, 71, 75]",61
5318,Cymatics - Lofi MIDI 3 - C Min.mid,"[57, 66, 71, 75, 61]",64
5319,Cymatics - Lofi MIDI 3 - C Min.mid,"[66, 71, 75, 61, 64]",73
5320,Cymatics - Lofi MIDI 3 - C Min.mid,"[71, 75, 61, 64, 73]",76
5321,Cymatics - Lofi MIDI 3 - C Min.mid,"[75, 61, 64, 73, 76]",68
5322,Cymatics - Lofi MIDI 3 - C Min.mid,"[61, 64, 73, 76, 68]",57
5323,Cymatics - Lofi MIDI 3 - C Min.mid,"[64, 73, 76, 68, 57]",61
5324,Cymatics - Lofi MIDI 3 - C Min.mid,"[73, 76, 68, 57, 61]",64
5325,Cymatics - Lofi MIDI 3 - C Min.mid,"[76, 68, 57, 61, 64]",68
5326,Cymatics - Lofi MIDI 3 - C Min.mid,"[68, 57, 61, 64, 68]",73
5327,Cymatics - Lofi MIDI 3 - C Min.mid,"[57, 61, 64, 68, 73]",76
5328,Cymatics - Lofi MIDI 4 - D Maj.mid,"[51, 55, 60, 63, 67]",75
5329,Cymatics - Lofi MIDI 4 - D Maj.mid,"[55, 60, 63, 67, 75]",74
5330,Cymatics - Lofi MIDI 4 - D Maj.mid,"[60, 63, 67, 75, 74]",75
5331,Cymatics - Lofi MIDI 4 - D Maj.mid,"[63, 67, 75, 74, 75]",51
5332,Cymatics - Lofi MIDI 4 - D Maj.mid,"[67, 75, 74, 75, 51]",55
5333,Cymatics - Lofi MIDI 4 - D Maj.mid,"[75, 74, 75, 51, 55]",60
5334,Cymatics - Lofi MIDI 4 - D Maj.mid,"[74, 75, 51, 55, 60]",63
5335,Cymatics - Lofi MIDI 4 - D Maj.mid,"[75, 51, 55, 60, 63]",67
5336,Cymatics - Lofi MIDI 4 - D Maj.mid,"[51, 55, 60, 63, 67]",67
5337,Cymatics - Lofi MIDI 4 - D Maj.mid,"[55, 60, 63, 67, 67]",48
5338,Cymatics - Lofi MIDI 4 - D Maj.mid,"[60, 63, 67, 67, 48]",53
5339,Cymatics - Lofi MIDI 4 - D Maj.mid,"[63, 67, 67, 48, 53]",56
5340,Cymatics - Lofi MIDI 4 - D Maj.mid,"[67, 67, 48, 53, 56]",67
5341,Cymatics - Lofi MIDI 4 - D Maj.mid,"[67, 48, 53, 56, 67]",74
5342,Cymatics - Lofi MIDI 4 - D Maj.mid,"[48, 53, 56, 67, 74]",60
5343,Cymatics - Lofi MIDI 4 - D Maj.mid,"[53, 56, 67, 74, 60]",63
5344,Cymatics - Lofi MIDI 4 - D Maj.mid,"[56, 67, 74, 60, 63]",70
5345,Cymatics - Lofi MIDI 4 - D Maj.mid,"[67, 74, 60, 63, 70]",48
5346,Cymatics - Lofi MIDI 4 - D Maj.mid,"[74, 60, 63, 70, 48]",53
5347,Cymatics - Lofi MIDI 4 - D Maj.mid,"[60, 63, 70, 48, 53]",56
5348,Cymatics - Lofi MIDI 4 - D Maj.mid,"[63, 70, 48, 53, 56]",60
5349,Cymatics - Lofi MIDI 4 - D Maj.mid,"[70, 48, 53, 56, 60]",60
5350,Cymatics - Lofi MIDI 4 - D Maj.mid,"[48, 53, 56, 60, 60]",63
5351,Cymatics - Lofi MIDI 4 - D Maj.mid,"[53, 56, 60, 60, 63]",70
5352,Cymatics - Lofi MIDI 4 - D Maj.mid,"[56, 60, 60, 63, 70]",53
5353,Cymatics - Lofi MIDI 4 - D Maj.mid,"[60, 60, 63, 70, 53]",56
5354,Cymatics - Lofi MIDI 4 - D Maj.mid,"[60, 63, 70, 53, 56]",60
5355,Cymatics - Lofi MIDI 4 - D Maj.mid,"[63, 70, 53, 56, 60]",60
5356,Cymatics - Lofi MIDI 4 - D Maj.mid,"[70, 53, 56, 60, 60]",77
5357,Cymatics - Lofi MIDI 4 - D Maj.mid,"[53, 56, 60, 60, 77]",63
5358,Cymatics - Lofi MIDI 4 - D Maj.mid,"[56, 60, 60, 77, 63]",68
5359,Cymatics - Lofi MIDI 4 - D Maj.mid,"[60, 60, 77, 63, 68]",77
5360,Cymatics - Lofi MIDI 4 - D Maj.mid,"[60, 77, 63, 68, 77]",75
5361,Cymatics - Lofi MIDI 4 - D Maj.mid,"[77, 63, 68, 77, 75]",53
5362,Cymatics - Lofi MIDI 4 - D Maj.mid,"[63, 68, 77, 75, 53]",56
5363,Cymatics - Lofi MIDI 4 - D Maj.mid,"[68, 77, 75, 53, 56]",60
5364,Cymatics - Lofi MIDI 4 - D Maj.mid,"[77, 75, 53, 56, 60]",63
5365,Cymatics - Lofi MIDI 4 - D Maj.mid,"[75, 53, 56, 60, 63]",65
5366,Cymatics - Lofi MIDI 4 - D Maj.mid,"[53, 56, 60, 63, 65]",68
5367,Cymatics - Lofi MIDI 4 - D Maj.mid,"[56, 60, 63, 65, 68]",75
5368,Cymatics - Lofi MIDI 4 - D Maj.mid,"[60, 63, 65, 68, 75]",55
5369,Cymatics - Lofi MIDI 4 - D Maj.mid,"[63, 65, 68, 75, 55]",58
5370,Cymatics - Lofi MIDI 4 - D Maj.mid,"[65, 68, 75, 55, 58]",65
5371,Cymatics - Lofi MIDI 4 - D Maj.mid,"[68, 75, 55, 58, 65]",62
5372,Cymatics - Lofi MIDI 4 - D Maj.mid,"[75, 55, 58, 65, 62]",65
5373,Cymatics - Lofi MIDI 4 - D Maj.mid,"[55, 58, 65, 62, 65]",72
5374,Cymatics - Lofi MIDI 4 - D Maj.mid,"[58, 65, 62, 65, 72]",55
5375,Cymatics - Lofi MIDI 4 - D Maj.mid,"[65, 62, 65, 72, 55]",58
5376,Cymatics - Lofi MIDI 4 - D Maj.mid,"[62, 65, 72, 55, 58]",62
5377,Cymatics - Lofi MIDI 4 - D Maj.mid,"[65, 72, 55, 58, 62]",65
5378,Cymatics - Lofi MIDI 4 - D Maj.mid,"[72, 55, 58, 62, 65]",72
5379,Cymatics - Lofi MIDI 4 - D Maj.mid,"[55, 58, 62, 65, 72]",68
5380,Cymatics - Lofi MIDI 4 - D Maj.mid,"[58, 62, 65, 72, 68]",51
5381,Cymatics - Lofi MIDI 4 - D Maj.mid,"[62, 65, 72, 68, 51]",55
5382,Cymatics - Lofi MIDI 4 - D Maj.mid,"[65, 72, 68, 51, 55]",60
5383,Cymatics - Lofi MIDI 4 - D Maj.mid,"[72, 68, 51, 55, 60]",68
5384,Cymatics - Lofi MIDI 4 - D Maj.mid,"[68, 51, 55, 60, 68]",63
5385,Cymatics - Lofi MIDI 4 - D Maj.mid,"[51, 55, 60, 68, 63]",67
5386,Cymatics - Lofi MIDI 4 - D Maj.mid,"[55, 60, 68, 63, 67]",75
5387,Cymatics - Lofi MIDI 4 - D Maj.mid,"[60, 68, 63, 67, 75]",74
5388,Cymatics - Lofi MIDI 4 - D Maj.mid,"[68, 63, 67, 75, 74]",75
5389,Cymatics - Lofi MIDI 4 - D Maj.mid,"[63, 67, 75, 74, 75]",51
5390,Cymatics - Lofi MIDI 4 - D Maj.mid,"[67, 75, 74, 75, 51]",55
5391,Cymatics - Lofi MIDI 4 - D Maj.mid,"[75, 74, 75, 51, 55]",60
5392,Cymatics - Lofi MIDI 4 - D Maj.mid,"[74, 75, 51, 55, 60]",63
5393,Cymatics - Lofi MIDI 4 - D Maj.mid,"[75, 51, 55, 60, 63]",67
5394,Cymatics - Lofi MIDI 4 - D Maj.mid,"[51, 55, 60, 63, 67]",67
5395,Cymatics - Lofi MIDI 4 - D Maj.mid,"[55, 60, 63, 67, 67]",48
5396,Cymatics - Lofi MIDI 4 - D Maj.mid,"[60, 63, 67, 67, 48]",53
5397,Cymatics - Lofi MIDI 4 - D Maj.mid,"[63, 67, 67, 48, 53]",56
5398,Cymatics - Lofi MIDI 4 - D Maj.mid,"[67, 67, 48, 53, 56]",67
5399,Cymatics - Lofi MIDI 4 - D Maj.mid,"[67, 48, 53, 56, 67]",74
5400,Cymatics - Lofi MIDI 4 - D Maj.mid,"[48, 53, 56, 67, 74]",80
5401,Cymatics - Lofi MIDI 4 - D Maj.mid,"[53, 56, 67, 74, 80]",60
5402,Cymatics - Lofi MIDI 4 - D Maj.mid,"[56, 67, 74, 80, 60]",63
5403,Cymatics - Lofi MIDI 4 - D Maj.mid,"[67, 74, 80, 60, 63]",70
5404,Cymatics - Lofi MIDI 4 - D Maj.mid,"[74, 80, 60, 63, 70]",80
5405,Cymatics - Lofi MIDI 4 - D Maj.mid,"[80, 60, 63, 70, 80]",79
5406,Cymatics - Lofi MIDI 4 - D Maj.mid,"[60, 63, 70, 80, 79]",79
5407,Cymatics - Lofi MIDI 4 - D Maj.mid,"[63, 70, 80, 79, 79]",48
5408,Cymatics - Lofi MIDI 4 - D Maj.mid,"[70, 80, 79, 79, 48]",53
5409,Cymatics - Lofi MIDI 4 - D Maj.mid,"[80, 79, 79, 48, 53]",56
5410,Cymatics - Lofi MIDI 4 - D Maj.mid,"[79, 79, 48, 53, 56]",60
5411,Cymatics - Lofi MIDI 4 - D Maj.mid,"[79, 48, 53, 56, 60]",60
5412,Cymatics - Lofi MIDI 4 - D Maj.mid,"[48, 53, 56, 60, 60]",63
5413,Cymatics - Lofi MIDI 4 - D Maj.mid,"[53, 56, 60, 60, 63]",70
5414,Cymatics - Lofi MIDI 4 - D Maj.mid,"[56, 60, 60, 63, 70]",53
5415,Cymatics - Lofi MIDI 4 - D Maj.mid,"[60, 60, 63, 70, 53]",56
5416,Cymatics - Lofi MIDI 4 - D Maj.mid,"[60, 63, 70, 53, 56]",60
5417,Cymatics - Lofi MIDI 4 - D Maj.mid,"[63, 70, 53, 56, 60]",60
5418,Cymatics - Lofi MIDI 4 - D Maj.mid,"[70, 53, 56, 60, 60]",77
5419,Cymatics - Lofi MIDI 4 - D Maj.mid,"[53, 56, 60, 60, 77]",63
5420,Cymatics - Lofi MIDI 4 - D Maj.mid,"[56, 60, 60, 77, 63]",68
5421,Cymatics - Lofi MIDI 4 - D Maj.mid,"[60, 60, 77, 63, 68]",77
5422,Cymatics - Lofi MIDI 4 - D Maj.mid,"[60, 77, 63, 68, 77]",75
5423,Cymatics - Lofi MIDI 4 - D Maj.mid,"[77, 63, 68, 77, 75]",53
5424,Cymatics - Lofi MIDI 4 - D Maj.mid,"[63, 68, 77, 75, 53]",56
5425,Cymatics - Lofi MIDI 4 - D Maj.mid,"[68, 77, 75, 53, 56]",60
5426,Cymatics - Lofi MIDI 4 - D Maj.mid,"[77, 75, 53, 56, 60]",63
5427,Cymatics - Lofi MIDI 4 - D Maj.mid,"[75, 53, 56, 60, 63]",65
5428,Cymatics - Lofi MIDI 4 - D Maj.mid,"[53, 56, 60, 63, 65]",68
5429,Cymatics - Lofi MIDI 4 - D Maj.mid,"[56, 60, 63, 65, 68]",75
5430,Cymatics - Lofi MIDI 4 - D Maj.mid,"[60, 63, 65, 68, 75]",55
5431,Cymatics - Lofi MIDI 4 - D Maj.mid,"[63, 65, 68, 75, 55]",58
5432,Cymatics - Lofi MIDI 4 - D Maj.mid,"[65, 68, 75, 55, 58]",65
5433,Cymatics - Lofi MIDI 4 - D Maj.mid,"[68, 75, 55, 58, 65]",80
5434,Cymatics - Lofi MIDI 4 - D Maj.mid,"[75, 55, 58, 65, 80]",62
5435,Cymatics - Lofi MIDI 4 - D Maj.mid,"[55, 58, 65, 80, 62]",65
5436,Cymatics - Lofi MIDI 4 - D Maj.mid,"[58, 65, 80, 62, 65]",72
5437,Cymatics - Lofi MIDI 4 - D Maj.mid,"[65, 80, 62, 65, 72]",80
5438,Cymatics - Lofi MIDI 4 - D Maj.mid,"[80, 62, 65, 72, 80]",79
5439,Cymatics - Lofi MIDI 4 - D Maj.mid,"[62, 65, 72, 80, 79]",79
5440,Cymatics - Lofi MIDI 4 - D Maj.mid,"[65, 72, 80, 79, 79]",55
5441,Cymatics - Lofi MIDI 4 - D Maj.mid,"[72, 80, 79, 79, 55]",58
5442,Cymatics - Lofi MIDI 4 - D Maj.mid,"[80, 79, 79, 55, 58]",62
5443,Cymatics - Lofi MIDI 4 - D Maj.mid,"[79, 79, 55, 58, 62]",65
5444,Cymatics - Lofi MIDI 4 - D Maj.mid,"[79, 55, 58, 62, 65]",72
5445,Cymatics - Lofi MIDI 4 - D Maj.mid,"[55, 58, 62, 65, 72]",68
5446,Cymatics - Lofi MIDI 4 - D Maj.mid,"[58, 62, 65, 72, 68]",75
5447,Cymatics - Lofi MIDI 4 - D Maj.mid,"[62, 65, 72, 68, 75]",75
5448,Cymatics - Lofi MIDI 4 - D Maj.mid,"[65, 72, 68, 75, 75]",68
5449,Cymatics - Lofi MIDI 5 - D Maj.mid,"[52, 81, 83, 67, 74]",81
5450,Cymatics - Lofi MIDI 5 - D Maj.mid,"[81, 83, 67, 74, 81]",83
5451,Cymatics - Lofi MIDI 5 - D Maj.mid,"[83, 67, 74, 81, 83]",83
5452,Cymatics - Lofi MIDI 5 - D Maj.mid,"[67, 74, 81, 83, 83]",83
5453,Cymatics - Lofi MIDI 5 - D Maj.mid,"[74, 81, 83, 83, 83]",86
5454,Cymatics - Lofi MIDI 5 - D Maj.mid,"[81, 83, 83, 83, 86]",50
5455,Cymatics - Lofi MIDI 5 - D Maj.mid,"[83, 83, 83, 86, 50]",52
5456,Cymatics - Lofi MIDI 5 - D Maj.mid,"[83, 83, 86, 50, 52]",67
5457,Cymatics - Lofi MIDI 5 - D Maj.mid,"[83, 86, 50, 52, 67]",73
5458,Cymatics - Lofi MIDI 5 - D Maj.mid,"[86, 50, 52, 67, 73]",74
5459,Cymatics - Lofi MIDI 5 - D Maj.mid,"[50, 52, 67, 73, 74]",81
5460,Cymatics - Lofi MIDI 5 - D Maj.mid,"[52, 67, 73, 74, 81]",86
5461,Cymatics - Lofi MIDI 5 - D Maj.mid,"[67, 73, 74, 81, 86]",71
5462,Cymatics - Lofi MIDI 5 - D Maj.mid,"[73, 74, 81, 86, 71]",78
5463,Cymatics - Lofi MIDI 5 - D Maj.mid,"[74, 81, 86, 71, 78]",81
5464,Cymatics - Lofi MIDI 5 - D Maj.mid,"[81, 86, 71, 78, 81]",83
5465,Cymatics - Lofi MIDI 5 - D Maj.mid,"[86, 71, 78, 81, 83]",83
5466,Cymatics - Lofi MIDI 5 - D Maj.mid,"[71, 78, 81, 83, 83]",90
5467,Cymatics - Lofi MIDI 5 - D Maj.mid,"[78, 81, 83, 83, 90]",50
5468,Cymatics - Lofi MIDI 5 - D Maj.mid,"[81, 83, 83, 90, 50]",52
5469,Cymatics - Lofi MIDI 5 - D Maj.mid,"[83, 83, 90, 50, 52]",71
5470,Cymatics - Lofi MIDI 5 - D Maj.mid,"[83, 90, 50, 52, 71]",73
5471,Cymatics - Lofi MIDI 5 - D Maj.mid,"[90, 50, 52, 71, 73]",74
5472,Cymatics - Lofi MIDI 5 - D Maj.mid,"[50, 52, 71, 73, 74]",78
5473,Cymatics - Lofi MIDI 5 - D Maj.mid,"[52, 71, 73, 74, 78]",81
5474,Cymatics - Lofi MIDI 5 - D Maj.mid,"[71, 73, 74, 78, 81]",90
5475,Cymatics - Lofi MIDI 5 - D Maj.mid,"[73, 74, 78, 81, 90]",79
5476,Cymatics - Lofi MIDI 5 - D Maj.mid,"[74, 78, 81, 90, 79]",83
5477,Cymatics - Lofi MIDI 5 - D Maj.mid,"[78, 81, 90, 79, 83]",81
5478,Cymatics - Lofi MIDI 5 - D Maj.mid,"[81, 90, 79, 83, 81]",83
5479,Cymatics - Lofi MIDI 5 - D Maj.mid,"[90, 79, 83, 81, 83]",83
5480,Cymatics - Lofi MIDI 5 - D Maj.mid,"[79, 83, 81, 83, 83]",83
5481,Cymatics - Lofi MIDI 5 - D Maj.mid,"[83, 81, 83, 83, 83]",86
5482,Cymatics - Lofi MIDI 5 - D Maj.mid,"[81, 83, 83, 83, 86]",52
5483,Cymatics - Lofi MIDI 5 - D Maj.mid,"[83, 83, 83, 86, 52]",74
5484,Cymatics - Lofi MIDI 5 - D Maj.mid,"[83, 83, 86, 52, 74]",79
5485,Cymatics - Lofi MIDI 5 - D Maj.mid,"[83, 86, 52, 74, 79]",50
5486,Cymatics - Lofi MIDI 5 - D Maj.mid,"[86, 52, 74, 79, 50]",73
5487,Cymatics - Lofi MIDI 5 - D Maj.mid,"[52, 74, 79, 50, 73]",78
5488,Cymatics - Lofi MIDI 5 - D Maj.mid,"[74, 79, 50, 73, 78]",81
5489,Cymatics - Lofi MIDI 5 - D Maj.mid,"[79, 50, 73, 78, 81]",86
5490,Cymatics - Lofi MIDI 5 - D Maj.mid,"[50, 73, 78, 81, 86]",83
5491,Cymatics - Lofi MIDI 5 - D Maj.mid,"[73, 78, 81, 86, 83]",81
5492,Cymatics - Lofi MIDI 5 - D Maj.mid,"[78, 81, 86, 83, 81]",83
5493,Cymatics - Lofi MIDI 5 - D Maj.mid,"[81, 86, 83, 81, 83]",83
5494,Cymatics - Lofi MIDI 5 - D Maj.mid,"[86, 83, 81, 83, 83]",83
5495,Cymatics - Lofi MIDI 5 - D Maj.mid,"[83, 81, 83, 83, 83]",90
5496,Cymatics - Lofi MIDI 5 - D Maj.mid,"[81, 83, 83, 83, 90]",88
5497,Cymatics - Lofi MIDI 5 - D Maj.mid,"[83, 83, 83, 90, 88]",90
5498,Cymatics - Lofi MIDI 5 - D Maj.mid,"[83, 83, 90, 88, 90]",50
5499,Cymatics - Lofi MIDI 5 - D Maj.mid,"[83, 90, 88, 90, 50]",73
5500,Cymatics - Lofi MIDI 5 - D Maj.mid,"[90, 88, 90, 50, 73]",78
5501,Cymatics - Lofi MIDI 5 - D Maj.mid,"[88, 90, 50, 73, 78]",88
5502,Cymatics - Lofi MIDI 6 - D Min.mid,"[50, 53, 60, 57, 64]",53
5503,Cymatics - Lofi MIDI 6 - D Min.mid,"[53, 60, 57, 64, 53]",60
5504,Cymatics - Lofi MIDI 6 - D Min.mid,"[60, 57, 64, 53, 60]",57
5505,Cymatics - Lofi MIDI 6 - D Min.mid,"[57, 64, 53, 60, 57]",64
5506,Cymatics - Lofi MIDI 6 - D Min.mid,"[64, 53, 60, 57, 64]",50
5507,Cymatics - Lofi MIDI 6 - D Min.mid,"[53, 60, 57, 64, 50]",69
5508,Cymatics - Lofi MIDI 6 - D Min.mid,"[60, 57, 64, 50, 69]",67
5509,Cymatics - Lofi MIDI 6 - D Min.mid,"[57, 64, 50, 69, 67]",69
5510,Cymatics - Lofi MIDI 6 - D Min.mid,"[64, 50, 69, 67, 69]",50
5511,Cymatics - Lofi MIDI 6 - D Min.mid,"[50, 69, 67, 69, 50]",53
5512,Cymatics - Lofi MIDI 6 - D Min.mid,"[69, 67, 69, 50, 53]",57
5513,Cymatics - Lofi MIDI 6 - D Min.mid,"[67, 69, 50, 53, 57]",64
5514,Cymatics - Lofi MIDI 6 - D Min.mid,"[69, 50, 53, 57, 64]",67
5515,Cymatics - Lofi MIDI 6 - D Min.mid,"[50, 53, 57, 64, 67]",69
5516,Cymatics - Lofi MIDI 6 - D Min.mid,"[53, 57, 64, 67, 69]",50
5517,Cymatics - Lofi MIDI 6 - D Min.mid,"[57, 64, 67, 69, 50]",53
5518,Cymatics - Lofi MIDI 6 - D Min.mid,"[64, 67, 69, 50, 53]",57
5519,Cymatics - Lofi MIDI 6 - D Min.mid,"[67, 69, 50, 53, 57]",69
5520,Cymatics - Lofi MIDI 6 - D Min.mid,"[69, 50, 53, 57, 69]",62
5521,Cymatics - Lofi MIDI 6 - D Min.mid,"[50, 53, 57, 69, 62]",64
5522,Cymatics - Lofi MIDI 6 - D Min.mid,"[53, 57, 69, 62, 64]",62
5523,Cymatics - Lofi MIDI 6 - D Min.mid,"[57, 69, 62, 64, 62]",48
5524,Cymatics - Lofi MIDI 6 - D Min.mid,"[69, 62, 64, 62, 48]",55
5525,Cymatics - Lofi MIDI 6 - D Min.mid,"[62, 64, 62, 48, 55]",64
5526,Cymatics - Lofi MIDI 6 - D Min.mid,"[64, 62, 48, 55, 64]",57
5527,Cymatics - Lofi MIDI 6 - D Min.mid,"[62, 48, 55, 64, 57]",60
5528,Cymatics - Lofi MIDI 6 - D Min.mid,"[48, 55, 64, 57, 60]",55
5529,Cymatics - Lofi MIDI 6 - D Min.mid,"[55, 64, 57, 60, 55]",64
5530,Cymatics - Lofi MIDI 6 - D Min.mid,"[64, 57, 60, 55, 64]",60
5531,Cymatics - Lofi MIDI 6 - D Min.mid,"[57, 60, 55, 64, 60]",48
5532,Cymatics - Lofi MIDI 6 - D Min.mid,"[60, 55, 64, 60, 48]",48
5533,Cymatics - Lofi MIDI 6 - D Min.mid,"[55, 64, 60, 48, 48]",52
5534,Cymatics - Lofi MIDI 6 - D Min.mid,"[64, 60, 48, 48, 52]",55
5535,Cymatics - Lofi MIDI 6 - D Min.mid,"[60, 48, 48, 52, 55]",57
5536,Cymatics - Lofi MIDI 6 - D Min.mid,"[48, 48, 52, 55, 57]",57
5537,Cymatics - Lofi MIDI 6 - D Min.mid,"[48, 52, 55, 57, 57]",60
5538,Cymatics - Lofi MIDI 6 - D Min.mid,"[52, 55, 57, 57, 60]",64
5539,Cymatics - Lofi MIDI 6 - D Min.mid,"[55, 57, 57, 60, 64]",60
5540,Cymatics - Lofi MIDI 6 - D Min.mid,"[57, 57, 60, 64, 60]",64
5541,Cymatics - Lofi MIDI 6 - D Min.mid,"[57, 60, 64, 60, 64]",48
5542,Cymatics - Lofi MIDI 6 - D Min.mid,"[60, 64, 60, 64, 48]",52
5543,Cymatics - Lofi MIDI 6 - D Min.mid,"[64, 60, 64, 48, 52]",55
5544,Cymatics - Lofi MIDI 6 - D Min.mid,"[60, 64, 48, 52, 55]",57
5545,Cymatics - Lofi MIDI 6 - D Min.mid,"[64, 48, 52, 55, 57]",55
5546,Cymatics - Lofi MIDI 6 - D Min.mid,"[48, 52, 55, 57, 55]",58
5547,Cymatics - Lofi MIDI 6 - D Min.mid,"[52, 55, 57, 55, 58]",62
5548,Cymatics - Lofi MIDI 6 - D Min.mid,"[55, 57, 55, 58, 62]",65
5549,Cymatics - Lofi MIDI 6 - D Min.mid,"[57, 55, 58, 62, 65]",69
